,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM
899,15.271,25.03,52.52,35.42,19.54,61.68,48.24,50.68,47.63,42.75,35.42,61.07,54.96,31.14,21.99,45.8,25.65,36.63,15.271,47.63,15.271,25.03,52.52,35.42,19.54,61.68,48.24,50.68,47.63,42.75,35.42,61.07,54.96,31.14,21.99,45.8,25.65,36.63,15.271,47.63
900,15.271,24.42,52.52,34.8,19.54,61.68,46.41,50.07,47.02,42.75,34.81,60.46,54.96,31.75,21.38,45.8,25.65,36.63,15.271,47.02,15.271,24.42,52.52,34.8,19.54,61.68,46.41,50.07,47.02,42.75,34.81,60.46,54.96,31.75,21.38,45.8,25.65,36.63,15.271,47.02
901,15.271,25.03,51.91,34.19,20.15,61.07,45.8,48.852,46.4,43.36,34.2,59.85,54.35,31.75,20.76,44.58,25.65,37.24,15.271,46.4,15.271,25.03,51.91,34.19,20.15,61.07,45.8,48.852,46.4,43.36,34.2,59.85,54.35,31.75,20.76,44.58,25.65,37.24,15.271,46.4
902,15.881,25.03,52.52,33.58,19.54,60.46,43.97,48.241,47.02,42.75,34.2,59.24,54.35,32.36,19.54,43.97,25.65,36.63,15.881,47.02,15.881,25.03,52.52,33.58,19.54,60.46,43.97,48.241,47.02,42.75,34.2,59.24,54.35,32.36,19.54,43.97,25.65,36.63,15.881,47.02
903,15.881,25.03,52.52,33.58,19.54,59.85,42.13,46.409,46.4,43.36,34.2,58.63,53.74,32.36,18.93,43.36,25.04,37.24,15.881,46.4,15.881,25.03,52.52,33.58,19.54,59.85,42.13,46.409,46.4,43.36,34.2,58.63,53.74,32.36,18.93,43.36,25.04,37.24,15.881,46.4
904,15.881,25.03,53.13,32.36,18.93,59.24,41.52,45.799,45.79,42.75,33.59,57.4,53.74,32.36,18.32,42.75,24.43,37.24,15.881,45.79,15.881,25.03,53.13,32.36,18.93,59.24,41.52,45.799,45.79,42.75,33.59,57.4,53.74,32.36,18.32,42.75,24.43,37.24,15.881,45.79
905,16.491,25.03,53.13,32.36,18.93,58.63,39.081,43.97,45.79,43.36,32.98,56.79,53.74,32.97,17.71,42.14,23.82,36.63,16.491,45.79,16.491,25.03,53.13,32.36,18.93,58.63,39.081,43.97,45.79,43.36,32.98,56.79,53.74,32.97,17.71,42.14,23.82,36.63,16.491,45.79
906,16.491,24.42,52.52,31.14,19.54,58.01,37.859,43.36,45.79,42.75,32.98,55.57,53.74,32.36,17.1,41.53,23.82,36.63,16.491,45.79,16.491,24.42,52.52,31.14,19.54,58.01,37.859,43.36,45.79,42.75,32.98,55.57,53.74,32.36,17.1,41.53,23.82,36.63,16.491,45.79
907,16.491,24.42,53.13,30.53,18.32,58.01,36.638,41.52,45.79,42.75,32.36,54.96,53.74,32.36,17.1,40.92,23.82,36.63,16.491,45.79,16.491,24.42,53.13,30.53,18.32,58.01,36.638,41.52,45.79,42.75,32.36,54.96,53.74,32.36,17.1,40.92,23.82,36.63,16.491,45.79
908,16.491,24.42,53.13,30.53,18.32,57.4,35.42,40.91,45.79,43.36,32.36,53.74,54.35,31.75,16.49,40.31,23.21,36.02,16.491,45.79,16.491,24.42,53.13,30.53,18.32,57.4,35.42,40.91,45.79,43.36,32.36,53.74,54.35,31.75,16.49,40.31,23.21,36.02,16.491,45.79
909,17.101,25.03,53.13,29.92,18.93,57.4,33.58,38.47,45.18,42.75,31.75,53.13,53.74,31.75,15.88,39.7,23.21,36.02,17.101,45.18,17.101,25.03,53.13,29.92,18.93,57.4,33.58,38.47,45.18,42.75,31.75,53.13,53.74,31.75,15.88,39.7,23.21,36.02,17.101,45.18
910,16.491,24.42,53.13,29.31,18.32,56.18,31.75,38.47,45.79,43.36,31.75,52.52,53.74,31.75,15.27,39.09,22.6,36.02,16.491,45.79,16.491,24.42,53.13,29.31,18.32,56.18,31.75,38.47,45.79,43.36,31.75,52.52,53.74,31.75,15.27,39.09,22.6,36.02,16.491,45.79
911,17.101,24.42,53.74,28.7,18.32,56.18,30.53,36.64,45.18,42.75,31.14,51.3,53.74,31.14,15.27,39.09,23.21,36.63,17.101,45.18,17.101,24.42,53.74,28.7,18.32,56.18,30.53,36.64,45.18,42.75,31.14,51.3,53.74,31.14,15.27,39.09,23.21,36.63,17.101,45.18
912,17.711,24.42,53.74,28.7,18.32,56.18,29.31,34.81,45.18,43.36,31.14,50.08,53.13,31.14,15.27,38.48,22.6,37.24,17.711,45.18,17.711,24.42,53.74,28.7,18.32,56.18,29.31,34.81,45.18,43.36,31.14,50.08,53.13,31.14,15.27,38.48,22.6,37.24,17.711,45.18
913,17.711,24.42,53.74,28.7,18.32,56.18,28.09,34.2,44.57,42.75,31.14,50.08,53.13,29.92,14.66,37.25,22.6,37.24,17.711,44.57,17.711,24.42,53.74,28.7,18.32,56.18,28.09,34.2,44.57,42.75,31.14,50.08,53.13,29.92,14.66,37.25,22.6,37.24,17.711,44.57
914,17.711,24.42,53.74,27.48,18.32,56.18,27.48,32.98,45.18,43.36,30.53,48.85,53.13,29.92,14.66,37.25,21.99,37.24,17.711,45.18,17.711,24.42,53.74,27.48,18.32,56.18,27.48,32.98,45.18,43.36,30.53,48.85,53.13,29.92,14.66,37.25,21.99,37.24,17.711,45.18
915,17.711,25.03,53.74,28.09,18.32,56.18,25.65,31.14,45.18,42.75,30.53,48.24,51.91,29.31,15.27,36.64,21.99,37.24,17.711,45.18,17.711,25.03,53.74,28.09,18.32,56.18,25.65,31.14,45.18,42.75,30.53,48.24,51.91,29.31,15.27,36.64,21.99,37.24,17.711,45.18
916,17.711,24.42,53.74,27.48,18.32,55.57,25.04,30.53,45.18,42.75,29.92,47.63,52.52,29.92,14.66,37.25,21.37,37.86,17.711,45.18,17.711,24.42,53.74,27.48,18.32,55.57,25.04,30.53,45.18,42.75,29.92,47.63,52.52,29.92,14.66,37.25,21.37,37.86,17.711,45.18
917,18.321,25.03,54.35,27.48,18.32,55.57,24.43,29.92,44.57,42.75,29.92,47.02,52.52,29.92,14.66,36.64,21.37,37.24,18.321,44.57,18.321,25.03,54.35,27.48,18.32,55.57,24.43,29.92,44.57,42.75,29.92,47.02,52.52,29.92,14.66,36.64,21.37,37.24,18.321,44.57
918,18.931,24.42,54.35,26.87,18.32,55.57,23.81,28.09,45.18,42.75,29.92,45.8,53.13,29.92,14.66,36.64,21.37,37.24,18.931,45.18,18.931,24.42,54.35,26.87,18.32,55.57,23.81,28.09,45.18,42.75,29.92,45.8,53.13,29.92,14.66,36.64,21.37,37.24,18.931,45.18
919,18.321,25.03,54.35,26.87,18.32,55.57,22.59,27.48,45.18,43.36,29.31,45.19,52.52,28.7,14.66,36.03,21.37,37.24,18.321,45.18,18.321,25.03,54.35,26.87,18.32,55.57,22.59,27.48,45.18,43.36,29.31,45.19,52.52,28.7,14.66,36.03,21.37,37.24,18.321,45.18
920,18.931,25.03,54.35,26.87,18.93,55.57,21.98,26.87,45.18,43.36,29.31,44.58,51.91,29.92,14.66,36.03,21.37,37.24,18.931,45.18,18.931,25.03,54.35,26.87,18.93,55.57,21.98,26.87,45.18,43.36,29.31,44.58,51.91,29.92,14.66,36.03,21.37,37.24,18.931,45.18
921,19.541,24.42,54.96,26.87,18.93,55.57,21.37,26.26,45.79,42.75,29.31,43.97,51.91,29.31,14.66,36.03,20.76,37.24,19.541,45.79,19.541,24.42,54.96,26.87,18.93,55.57,21.37,26.26,45.79,42.75,29.31,43.97,51.91,29.31,14.66,36.03,20.76,37.24,19.541,45.79
922,18.931,25.03,54.35,26.87,18.93,55.57,21.37,25.04,45.79,43.36,29.31,43.36,51.91,29.31,15.27,36.03,20.76,37.86,18.931,45.79,18.931,25.03,54.35,26.87,18.93,55.57,21.37,25.04,45.79,43.36,29.31,43.36,51.91,29.31,15.27,36.03,20.76,37.86,18.931,45.79
923,19.541,25.03,54.96,26.26,18.93,55.57,20.76,23.82,45.79,43.97,29.92,42.75,51.3,29.31,15.88,36.03,20.15,37.86,19.541,45.79,19.541,25.03,54.96,26.26,18.93,55.57,20.76,23.82,45.79,43.97,29.92,42.75,51.3,29.31,15.88,36.03,20.15,37.86,19.541,45.79
924,19.541,25.03,54.96,26.26,19.54,55.57,20.15,23.82,45.79,43.97,29.92,42.14,51.3,29.31,15.27,36.03,20.76,38.47,19.541,45.79,19.541,25.03,54.96,26.26,19.54,55.57,20.15,23.82,45.79,43.97,29.92,42.14,51.3,29.31,15.27,36.03,20.76,38.47,19.541,45.79
925,20.151,25.64,55.57,26.26,19.54,56.18,20.15,23.2,45.79,43.97,29.31,41.53,51.3,29.31,15.88,36.03,20.76,37.86,20.151,45.79,20.151,25.64,55.57,26.26,19.54,56.18,20.15,23.2,45.79,43.97,29.31,41.53,51.3,29.31,15.88,36.03,20.76,37.86,20.151,45.79
926,20.151,25.64,55.57,26.26,19.54,56.18,20.15,23.2,46.4,43.36,29.31,41.53,51.3,28.7,15.27,36.03,20.76,37.86,20.151,46.4,20.151,25.64,55.57,26.26,19.54,56.18,20.15,23.2,46.4,43.36,29.31,41.53,51.3,28.7,15.27,36.03,20.76,37.86,20.151,46.4
927,20.151,25.64,55.57,26.26,18.93,55.57,20.15,22.59,46.4,43.97,29.31,40.92,51.3,28.7,17.1,36.64,20.76,37.86,20.151,46.4,20.151,25.64,55.57,26.26,18.93,55.57,20.15,22.59,46.4,43.97,29.31,40.92,51.3,28.7,17.1,36.64,20.76,37.86,20.151,46.4
928,20.151,26.25,54.96,25.64,19.54,55.57,20.15,22.59,46.4,43.97,29.31,40.31,51.3,28.7,16.49,36.64,20.76,37.86,20.151,46.4,20.151,26.25,54.96,25.64,19.54,55.57,20.15,22.59,46.4,43.97,29.31,40.31,51.3,28.7,16.49,36.64,20.76,37.86,20.151,46.4
929,20.151,26.25,55.57,25.64,20.15,55.57,20.15,23.2,46.4,44.58,29.31,40.31,51.3,28.09,17.1,36.64,20.76,37.86,20.151,46.4,20.151,26.25,55.57,25.64,20.15,55.57,20.15,23.2,46.4,44.58,29.31,40.31,51.3,28.09,17.1,36.64,20.76,37.86,20.151,46.4
930,20.761,25.64,55.57,25.64,19.54,56.18,20.76,23.2,47.02,43.97,28.7,39.08,51.3,28.7,17.1,36.03,20.76,37.86,20.761,47.02,20.761,25.64,55.57,25.64,19.54,56.18,20.76,23.2,47.02,43.97,28.7,39.08,51.3,28.7,17.1,36.03,20.76,37.86,20.761,47.02
931,20.761,25.64,56.18,25.03,20.15,56.18,20.15,22.59,47.02,43.97,29.31,38.47,51.91,28.7,17.1,36.64,20.76,37.86,20.761,47.02,20.761,25.64,56.18,25.03,20.15,56.18,20.15,22.59,47.02,43.97,29.31,38.47,51.91,28.7,17.1,36.64,20.76,37.86,20.761,47.02
932,20.761,26.25,56.79,25.64,20.76,56.18,20.15,23.2,47.02,44.58,28.7,38.47,51.3,28.09,18.32,36.64,20.76,37.86,20.761,47.02,20.761,26.25,56.79,25.64,20.76,56.18,20.15,23.2,47.02,44.58,28.7,38.47,51.3,28.09,18.32,36.64,20.76,37.86,20.761,47.02
933,21.371,26.25,56.79,25.64,20.15,56.79,20.76,22.59,47.63,43.97,29.31,38.47,51.3,28.09,18.93,37.25,20.15,39.08,21.371,47.63,21.371,26.25,56.79,25.64,20.15,56.79,20.76,22.59,47.63,43.97,29.31,38.47,51.3,28.09,18.93,37.25,20.15,39.08,21.371,47.63
934,21.371,26.25,56.79,25.64,21.37,55.57,20.76,23.2,47.63,44.58,29.31,37.86,51.91,28.09,18.93,37.25,20.15,38.47,21.371,47.63,21.371,26.25,56.79,25.64,21.37,55.57,20.76,23.2,47.63,44.58,29.31,37.86,51.91,28.09,18.93,37.25,20.15,38.47,21.371,47.63
935,21.371,26.87,56.79,25.64,21.37,56.18,20.76,23.2,47.63,44.58,28.7,37.86,51.3,28.7,18.93,36.64,20.15,39.08,21.371,47.63,21.371,26.87,56.79,25.64,21.37,56.18,20.76,23.2,47.63,44.58,28.7,37.86,51.3,28.7,18.93,36.64,20.15,39.08,21.371,47.63
936,21.371,26.87,56.79,25.03,21.98,56.18,20.76,23.2,47.63,43.97,29.31,36.642,50.69,28.09,19.54,37.25,20.15,39.69,21.371,47.63,21.371,26.87,56.79,25.03,21.98,56.18,20.76,23.2,47.63,43.97,29.31,36.642,50.69,28.09,19.54,37.25,20.15,39.69,21.371,47.63
937,21.371,26.87,56.79,25.64,21.98,55.57,21.37,23.2,48.24,45.19,29.31,37.25,50.69,28.7,20.15,37.25,19.54,39.69,21.371,48.24,21.371,26.87,56.79,25.64,21.98,55.57,21.37,23.2,48.24,45.19,29.31,37.25,50.69,28.7,20.15,37.25,19.54,39.69,21.371,48.24
938,21.371,27.48,57.4,26.26,21.98,56.79,21.37,22.59,48.24,45.19,29.31,37.25,50.08,28.7,20.15,37.25,20.15,40.3,21.371,48.24,21.371,27.48,57.4,26.26,21.98,56.79,21.37,22.59,48.24,45.19,29.31,37.25,50.08,28.7,20.15,37.25,20.15,40.3,21.371,48.24
939,21.371,27.48,56.79,26.26,21.98,56.18,22.59,23.82,48.24,45.19,29.92,36.642,50.08,28.7,20.76,37.25,19.54,39.69,21.371,48.24,21.371,27.48,56.79,26.26,21.98,56.18,22.59,23.82,48.24,45.19,29.92,36.642,50.08,28.7,20.76,37.25,19.54,39.69,21.371,48.24
940,21.981,28.09,58.02,26.26,22.6,56.79,22.59,23.2,48.85,44.58,29.31,36.031,50.08,28.7,20.76,37.86,20.15,39.69,21.981,48.85,21.981,28.09,58.02,26.26,22.6,56.79,22.59,23.2,48.85,44.58,29.31,36.031,50.08,28.7,20.76,37.86,20.15,39.69,21.981,48.85
941,21.981,27.48,58.02,26.26,22.6,56.79,23.2,23.82,48.85,45.19,29.31,36.031,50.69,29.31,21.99,37.25,20.15,40.3,21.981,48.85,21.981,27.48,58.02,26.26,22.6,56.79,23.2,23.82,48.85,45.19,29.31,36.031,50.69,29.31,21.99,37.25,20.15,40.3,21.981,48.85
942,21.981,27.48,58.02,25.64,23.21,56.18,23.2,23.82,48.85,45.8,29.31,36.642,50.08,29.92,21.99,38.48,20.15,40.3,21.981,48.85,21.981,27.48,58.02,25.64,23.21,56.18,23.2,23.82,48.85,45.8,29.31,36.642,50.08,29.92,21.99,38.48,20.15,40.3,21.981,48.85
943,21.981,28.09,58.02,26.26,23.21,57.4,23.81,24.43,48.85,45.8,29.92,36.642,50.69,29.31,22.6,38.48,20.15,39.69,21.981,48.85,21.981,28.09,58.02,26.26,23.21,57.4,23.81,24.43,48.85,45.8,29.92,36.642,50.69,29.31,22.6,38.48,20.15,39.69,21.981,48.85
944,22.591,28.09,58.63,25.64,23.82,56.79,24.43,24.43,49.46,45.8,29.92,36.031,50.69,29.92,22.6,39.09,20.76,40.3,22.591,49.46,22.591,28.09,58.63,25.64,23.82,56.79,24.43,24.43,49.46,45.8,29.92,36.031,50.69,29.92,22.6,39.09,20.76,40.3,22.591,49.46
945,22.591,28.09,58.63,25.64,23.82,56.79,25.65,25.04,49.46,45.8,29.92,36.642,50.08,29.92,23.21,39.09,20.76,40.3,22.591,49.46,22.591,28.09,58.63,25.64,23.82,56.79,25.65,25.04,49.46,45.8,29.92,36.642,50.08,29.92,23.21,39.09,20.76,40.3,22.591,49.46
946,22.591,28.7,58.02,25.64,23.82,56.18,25.65,25.65,50.07,45.8,29.92,36.031,50.69,29.31,23.21,39.7,21.37,40.3,22.591,50.07,22.591,28.7,58.02,25.64,23.82,56.18,25.65,25.65,50.07,45.8,29.92,36.031,50.69,29.31,23.21,39.7,21.37,40.3,22.591,50.07
947,22.591,28.7,58.63,25.64,24.43,56.79,26.26,26.26,50.07,45.8,29.92,36.031,50.08,29.92,23.82,40.31,21.37,40.3,22.591,50.07,22.591,28.7,58.63,25.64,24.43,56.79,26.26,26.26,50.07,45.8,29.92,36.031,50.08,29.92,23.82,40.31,21.37,40.3,22.591,50.07
948,21.981,28.09,58.02,25.64,24.43,56.79,26.87,26.87,49.46,45.8,29.92,36.031,50.69,29.31,24.43,40.31,21.37,40.3,21.981,49.46,21.981,28.09,58.02,25.64,24.43,56.79,26.87,26.87,49.46,45.8,29.92,36.031,50.69,29.31,24.43,40.31,21.37,40.3,21.981,49.46
949,22.591,28.7,58.63,25.64,25.04,56.79,27.48,27.48,50.07,45.8,30.53,36.031,50.69,29.92,24.43,40.92,21.37,40.91,22.591,50.07,22.591,28.7,58.63,25.64,25.04,56.79,27.48,27.48,50.07,45.8,30.53,36.031,50.69,29.92,24.43,40.92,21.37,40.91,22.591,50.07
950,21.981,28.7,58.63,26.26,25.65,56.79,28.7,28.09,51.29,45.8,29.92,36.031,50.08,30.53,24.43,40.92,21.37,40.91,21.981,51.29,21.981,28.7,58.63,26.26,25.65,56.79,28.7,28.09,51.29,45.8,29.92,36.031,50.08,30.53,24.43,40.92,21.37,40.91,21.981,51.29
951,21.981,28.7,58.63,25.64,25.65,56.18,29.31,28.09,50.68,45.8,29.92,36.031,50.69,30.53,25.04,41.53,21.99,41.52,21.981,50.68,21.981,28.7,58.63,25.64,25.65,56.18,29.31,28.09,50.68,45.8,29.92,36.031,50.69,30.53,25.04,41.53,21.99,41.52,21.981,50.68
952,22.591,28.7,59.24,25.03,25.65,56.79,29.92,29.31,51.29,45.8,30.53,36.031,50.08,30.53,25.65,41.53,21.37,40.91,22.591,51.29,22.591,28.7,59.24,25.03,25.65,56.79,29.92,29.31,51.29,45.8,30.53,36.031,50.08,30.53,25.65,41.53,21.37,40.91,22.591,51.29
953,21.981,29.31,59.24,25.64,26.26,56.79,30.53,29.31,51.29,45.8,29.92,36.031,50.08,31.14,25.65,41.53,21.37,41.52,21.981,51.29,21.981,29.31,59.24,25.64,26.26,56.79,30.53,29.31,51.29,45.8,29.92,36.031,50.08,31.14,25.65,41.53,21.37,41.52,21.981,51.29
954,21.981,29.31,59.24,25.64,26.26,55.57,31.14,29.92,51.29,46.41,29.92,36.031,49.47,31.14,25.65,41.53,21.37,40.91,21.981,51.29,21.981,29.31,59.24,25.64,26.26,55.57,31.14,29.92,51.29,46.41,29.92,36.031,49.47,31.14,25.65,41.53,21.37,40.91,21.981,51.29
955,21.981,28.7,59.24,26.26,26.87,56.18,31.75,30.53,51.29,46.41,30.53,35.421,50.08,31.14,26.26,41.53,21.99,41.52,21.981,51.29,21.981,28.7,59.24,26.26,26.87,56.18,31.75,30.53,51.29,46.41,30.53,35.421,50.08,31.14,26.26,41.53,21.99,41.52,21.981,51.29
956,21.981,29.31,59.85,26.26,26.87,56.18,31.75,30.53,51.29,46.41,29.92,35.421,50.08,31.75,26.87,42.14,21.99,41.52,21.981,51.29,21.981,29.31,59.85,26.26,26.87,56.18,31.75,30.53,51.29,46.41,29.92,35.421,50.08,31.75,26.87,42.14,21.99,41.52,21.981,51.29
957,21.981,29.31,59.85,26.26,26.26,56.18,32.97,31.14,51.9,46.41,30.53,35.421,50.08,31.75,26.87,41.53,21.37,42.13,21.981,51.9,21.981,29.31,59.85,26.26,26.26,56.18,32.97,31.14,51.9,46.41,30.53,35.421,50.08,31.75,26.87,41.53,21.37,42.13,21.981,51.9
958,21.981,29.31,59.85,26.26,27.48,56.18,34.2,31.75,51.9,46.41,29.92,36.031,50.69,31.75,27.48,42.14,21.37,43.96,21.981,51.9,21.981,29.31,59.85,26.26,27.48,56.18,34.2,31.75,51.9,46.41,29.92,36.031,50.69,31.75,27.48,42.14,21.37,43.96,21.981,51.9
959,22.591,29.31,59.85,25.64,28.09,55.57,34.2,31.75,51.9,46.41,29.92,36.031,50.08,31.14,27.48,42.75,21.37,43.96,22.591,51.9,22.591,29.31,59.85,25.64,28.09,55.57,34.2,31.75,51.9,46.41,29.92,36.031,50.08,31.14,27.48,42.75,21.37,43.96,22.591,51.9
960,21.981,29.31,59.85,25.64,28.09,56.18,35.42,32.36,51.9,47.02,29.92,36.642,50.69,31.14,27.48,42.75,21.99,42.74,21.981,51.9,21.981,29.31,59.85,25.64,28.09,56.18,35.42,32.36,51.9,47.02,29.92,36.642,50.69,31.14,27.48,42.75,21.99,42.74,21.981,51.9
961,21.981,29.31,59.85,25.64,28.09,55.57,36.03,32.36,52.51,46.41,30.53,37.25,50.69,30.53,27.48,43.36,22.6,42.74,21.981,52.51,21.981,29.31,59.85,25.64,28.09,55.57,36.03,32.36,52.51,46.41,30.53,37.25,50.69,30.53,27.48,43.36,22.6,42.74,21.981,52.51
962,21.371,28.7,59.85,25.64,28.7,55.57,37.249,32.98,52.51,47.02,30.53,37.25,50.69,31.14,28.09,43.36,22.6,42.13,21.371,52.51,21.371,28.7,59.85,25.64,28.7,55.57,37.249,32.98,52.51,47.02,30.53,37.25,50.69,31.14,28.09,43.36,22.6,42.13,21.371,52.51
963,21.371,28.7,59.85,25.64,28.7,55.57,37.249,33.59,53.12,47.02,29.92,37.25,50.08,30.53,28.09,43.97,22.6,42.13,21.371,53.12,21.371,28.7,59.85,25.64,28.7,55.57,37.249,33.59,53.12,47.02,29.92,37.25,50.08,30.53,28.09,43.97,22.6,42.13,21.371,53.12
964,21.981,28.7,60.46,25.64,29.31,56.18,38.47,34.2,53.12,47.64,29.92,37.25,49.47,31.14,28.7,44.58,22.6,42.13,21.981,53.12,21.981,28.7,60.46,25.64,29.31,56.18,38.47,34.2,53.12,47.64,29.92,37.25,49.47,31.14,28.7,44.58,22.6,42.13,21.981,53.12
965,21.981,28.7,60.46,25.64,29.31,55.57,39.691,34.81,53.12,47.02,30.53,37.25,49.47,31.14,28.7,43.97,22.6,42.74,21.981,53.12,21.981,28.7,60.46,25.64,29.31,55.57,39.691,34.81,53.12,47.02,30.53,37.25,49.47,31.14,28.7,43.97,22.6,42.74,21.981,53.12
966,21.981,28.7,60.46,26.26,29.92,54.96,40.302,34.81,53.12,47.64,30.53,37.25,49.47,31.14,28.7,43.97,23.21,43.35,21.981,53.12,21.981,28.7,60.46,26.26,29.92,54.96,40.302,34.81,53.12,47.64,30.53,37.25,49.47,31.14,28.7,43.97,23.21,43.35,21.981,53.12
967,21.981,28.7,60.46,26.26,29.92,55.57,40.91,35.42,53.12,47.64,29.92,37.25,50.08,31.14,28.09,45.19,23.21,42.74,21.981,53.12,21.981,28.7,60.46,26.26,29.92,55.57,40.91,35.42,53.12,47.64,29.92,37.25,50.08,31.14,28.09,45.19,23.21,42.74,21.981,53.12
968,21.371,28.7,60.46,26.26,30.53,55.57,41.52,35.42,53.73,47.64,30.53,36.642,50.08,31.14,28.7,45.19,23.21,42.74,21.371,53.73,21.371,28.7,60.46,26.26,30.53,55.57,41.52,35.42,53.73,47.64,30.53,36.642,50.08,31.14,28.7,45.19,23.21,42.74,21.371,53.73
969,21.371,28.7,60.46,25.64,29.92,55.57,42.13,36.64,53.12,48.25,29.92,36.642,50.69,31.14,28.7,45.8,23.21,42.13,21.371,53.12,21.371,28.7,60.46,25.64,29.92,55.57,42.13,36.64,53.12,48.25,29.92,36.642,50.69,31.14,28.7,45.8,23.21,42.13,21.371,53.12
970,21.371,28.7,60.46,26.26,31.14,55.57,42.74,36.64,53.73,48.25,29.92,37.25,50.08,31.75,28.7,46.41,24.43,42.13,21.371,53.73,21.371,28.7,60.46,26.26,31.14,55.57,42.74,36.64,53.73,48.25,29.92,37.25,50.08,31.75,28.7,46.41,24.43,42.13,21.371,53.73
971,20.761,28.7,60.46,25.64,30.53,54.96,43.36,37.25,53.73,48.86,29.92,37.25,50.08,31.14,29.31,47.02,24.43,42.74,20.761,53.73,20.761,28.7,60.46,25.64,30.53,54.96,43.36,37.25,53.73,48.86,29.92,37.25,50.08,31.14,29.31,47.02,24.43,42.74,20.761,53.73
972,20.761,28.09,60.46,26.26,31.14,54.96,44.58,37.25,53.73,48.25,29.92,37.25,49.47,31.75,29.31,46.41,23.82,42.13,20.761,53.73,20.761,28.09,60.46,26.26,31.14,54.96,44.58,37.25,53.73,48.25,29.92,37.25,49.47,31.75,29.31,46.41,23.82,42.13,20.761,53.73
973,20.761,27.48,61.07,25.64,31.14,54.96,45.19,38.47,54.34,48.25,29.31,37.86,50.08,31.75,29.31,47.02,23.82,42.13,20.761,54.34,20.761,27.48,61.07,25.64,31.14,54.96,45.19,38.47,54.34,48.25,29.31,37.86,50.08,31.75,29.31,47.02,23.82,42.13,20.761,54.34
974,20.761,28.7,60.46,25.64,31.76,54.35,45.8,38.47,54.34,48.25,29.31,37.86,49.47,31.14,29.92,47.64,24.43,42.13,20.761,54.34,20.761,28.7,60.46,25.64,31.76,54.35,45.8,38.47,54.34,48.25,29.31,37.86,49.47,31.14,29.92,47.64,24.43,42.13,20.761,54.34
975,20.151,28.09,61.07,26.26,31.76,54.35,46.41,38.47,54.34,48.86,29.31,38.47,49.47,31.14,29.92,47.64,25.04,42.13,20.151,54.34,20.151,28.09,61.07,26.26,31.76,54.35,46.41,38.47,54.34,48.86,29.31,38.47,49.47,31.14,29.92,47.64,25.04,42.13,20.151,54.34
976,20.761,28.09,61.07,25.64,31.76,54.96,46.41,39.08,54.34,49.47,29.92,37.86,49.47,31.14,29.92,48.25,24.43,42.74,20.761,54.34,20.761,28.09,61.07,25.64,31.76,54.96,46.41,39.08,54.34,49.47,29.92,37.86,49.47,31.14,29.92,48.25,24.43,42.74,20.761,54.34
977,20.151,27.48,61.07,26.26,32.37,53.74,47.02,39.69,54.34,48.86,29.92,38.47,49.47,31.14,29.31,48.25,25.04,42.74,20.151,54.34,20.151,27.48,61.07,26.26,32.37,53.74,47.02,39.69,54.34,48.86,29.92,38.47,49.47,31.14,29.31,48.25,25.04,42.74,20.151,54.34
978,20.151,28.09,60.46,26.26,32.37,54.35,47.63,39.69,54.34,49.47,29.31,38.47,50.69,30.53,29.92,48.25,25.04,42.13,20.151,54.34,20.151,28.09,60.46,26.26,32.37,54.35,47.63,39.69,54.34,49.47,29.31,38.47,50.69,30.53,29.92,48.25,25.04,42.13,20.151,54.34
979,20.761,27.48,61.07,25.64,32.37,54.35,48.24,40.3,54.34,49.47,29.31,38.47,50.08,30.53,29.31,48.86,25.65,42.13,20.761,54.34,20.761,27.48,61.07,25.64,32.37,54.35,48.24,40.3,54.34,49.47,29.31,38.47,50.08,30.53,29.31,48.86,25.65,42.13,20.761,54.34
980,20.151,27.48,61.07,25.64,32.37,54.35,48.85,40.3,54.34,49.47,29.31,38.47,50.08,30.53,29.31,49.47,26.26,42.13,20.151,54.34,20.151,27.48,61.07,25.64,32.37,54.35,48.85,40.3,54.34,49.47,29.31,38.47,50.08,30.53,29.31,49.47,26.26,42.13,20.151,54.34
981,19.541,26.87,60.46,26.26,32.98,53.74,49.46,40.3,54.34,49.47,28.7,38.47,50.08,29.92,29.92,48.86,26.26,42.13,19.541,54.34,19.541,26.87,60.46,26.26,32.98,53.74,49.46,40.3,54.34,49.47,28.7,38.47,50.08,29.92,29.92,48.86,26.26,42.13,19.541,54.34
982,19.541,27.48,60.46,25.64,33.59,54.35,50.07,40.3,54.95,49.47,28.7,38.47,50.69,29.92,29.31,49.47,25.65,42.13,19.541,54.95,19.541,27.48,60.46,25.64,33.59,54.35,50.07,40.3,54.95,49.47,28.7,38.47,50.69,29.92,29.31,49.47,25.65,42.13,19.541,54.95
983,19.541,26.87,61.07,26.26,32.98,53.74,50.68,40.91,54.34,49.47,28.7,38.47,51.91,29.92,29.31,49.47,25.65,41.52,19.541,54.34,19.541,26.87,61.07,26.26,32.98,53.74,50.68,40.91,54.34,49.47,28.7,38.47,51.91,29.92,29.31,49.47,25.65,41.52,19.541,54.34
